-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0.0016992,-0.0024724
-0.0016776,-0.0024871
-0.0016558,-0.0025017
-0.0016339,-0.002516
-0.0016119,-0.0025302
-0.0015898,-0.0025441
-2.2002,-3.5905
-2.1889,-3.643
-2.1839,-3.7076
-2.171,-3.7603
-2.1612,-3.82
-2.1579,-3.8929
-2.1405,-3.9424
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0.00041582,-0.0019563
-0.0005981,-0.0029398
-0.00057243,-0.0029449
-0.00054671,-0.0029498
-0.00052094,-0.0029544
-0.00049514,-0.0029589
-0.0004693,-0.0029631
-0.00044343,-0.002967
-0.00041752,-0.0029708
-0.00039158,-0.0029743
-0.00036561,-0.0029776
-0.00033961,-0.0029807
-0.00031359,-0.0029836
-0.00028754,-0.0029862
-0.00026147,-0.0029886
-0.00023538,-0.0029908
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-0,-0
-1.3113e-10,-0.003
2.618e-05,-0.0029999
5.2357e-05,-0.0029995
7.8531e-05,-0.002999
0.0001047,-0.0029982
0.13771,-3.154
0.17328,-3.3065
0.21501,-3.5154
0.00020927,-0.0029927
0.00023538,-0.0029908
0.00026147,-0.0029886
0,-0
0.00031359,-0.0029836
0.64933,-5.6991
0.00036561,-0.0029776
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
5.2849,-12.759
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
3.9761,-7.6381
4.0553,-7.6269
4.1131,-7.5754
4.0952,-7.3879
4.1029,-7.2518
4.18,-7.24
4.2608,-7.2334
4.3356,-7.2156
4.4115,-7.1988
4.4985,-7.1991
4.5799,-7.1891
4.6594,-7.1748
0,-0
0,-0
7.6623,-11.149
7.7467,-11.063
7.8377,-10.988
7.9304,-10.915
0.0017845,-0.0024116
4.6105,-6.1183
4.6035,-5.9993
4.6058,-5.8951
4.5842,-5.7631
4.6255,-5.712
4.5556,-5.5264
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0.0023478,-0.0018675
4.4003,-3.4379
4.3444,-3.3336
4.2703,-3.2179
4.3038,-3.1847
4.3315,-3.147
4.3913,-3.1323
4.4447,-3.1122
4.3876,-3.0155
4.3898,-2.9609
4.4171,-2.9236
4.4273,-2.8751
0,-0
0,-0
0,-0
0,-0
0,-0
0.0025981,-0.0015
4.3727,-2.4739
0.0026239,-0.0014544
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
0,-0
5.009,-2.2301
5.1218,-2.227
0.0027615,-0.0011722
0.0027716,-0.0011481
0.0027816,-0.0011238
0.0027913,-0.0010995
0,-0
0,-0
0.0028191,-0.0010261
0.0028279,-0.0010014
0.0028366,-0.0009767
7.2869,-2.4382
7.1605,-2.3266
0.0028612,-0.00090212
0.0028689,-0.00087712
7.054,-2.0895
7.0201,-2.013
7.0162,-1.9458
7.0319,-1.8842
7.053,-1.824
7.0638,-1.7612
7.1411,-1.7144
7.2366,-1.6707
7.3408,-1.6274
7.4916,-1.5924
7.666,-1.5597
7.8893,-1.5335
8.0843,-1.4983
15.104,-2.6632
15.076,-2.5229
14.89,-2.3584
14.798,-2.2115
14.782,-2.0774
14.773,-1.9448
14.762,-1.8126
14.718,-1.6769
12.244,-1.2869
12.307,-1.185
12.225,-1.0696
12.223,-0.96199
12.471,-0.87203
13.103,-0.80138
13.202,-0.69188
16.007,-0.69887
14.117,-0.49299
14.103,-0.3693
18.408,-0.32132
19.899,-0.17366
0,0
0,0
15.085,0.2633
15.111,0.39569
15.122,0.52806
15.077,0.65826
0,0
0,0
0,0
0,0
14.284,1.2497
14.225,1.3697
14.195,1.4919
14.145,1.6117
14.132,1.7352
14.09,1.855
14.102,1.982
14.048,2.0995
14.037,2.2232
14.03,2.3478
14.02,2.4721
14.03,2.6003
14.051,2.7312
14.128,2.8743
19.433,4.1306
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
13.26,11.527
13.032,11.53
12.81,11.534
12.762,11.694
12.743,11.883
12.69,12.043
0,0
0,0
0,0
0,0
5.7886,5.9943
5.7464,6.0554
5.6961,6.1083
5.6439,6.1592
5.5866,6.2045
5.5335,6.2545
5.4801,6.3041
5.4365,6.3654
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3.0422,5.9706
2.9744,5.9656
2.9064,5.959
2.8409,5.9562
2.7863,5.9753
2.7606,6.0576
2.7438,6.1628
2.3251,5.3474
2.2506,5.3021
2.1863,5.2781
2.1169,5.2395
2.0546,5.2159
1.9832,5.1664
1.9216,5.1395
1.8678,5.1317
1.8086,5.1072
1.7581,5.1058
1.703,5.0897
1.6477,5.071
1.5986,5.07
1.5458,5.056
1.4953,5.0482
1.4435,5.0341
1.3963,5.035
1.3482,5.0315
1.3025,5.0363
1.2556,5.0358
1.212,5.0485
1.1659,5.0502
1.1238,5.0689
1.0809,5.0854
1.0371,5.0976
0.99431,5.1153
0.9489,5.1198
0.90367,5.1249
0.85742,5.1238
0.81831,5.1666
0.7825,5.2359
0.74597,5.3078
0.71032,5.3954
0.67516,5.4987
0.63994,5.6167
0.60052,5.7135
0.00028754,0.0029862
0.00026147,0.0029886
0.50575,6.4261
0.46207,6.6079
0.42032,6.8722
0.37567,7.1682
0.32675,7.4839
0.27309,7.8202
0.21915,8.3691
0.14878,8.5237
0.08511,9.7526
-4.386e-07,10.034
-0.087527,10.03
-0.17477,10.012
-0.26193,10.003
-0.34879,9.9879
-0.4358,9.9815
-0.52252,9.9703
-0.60914,9.9594
-0.69568,9.9487
-0.7813,9.9273
-0.86798,9.9211
-0.95414,9.9092
-1.0405,9.8995
-1.1272,9.893
-1.2141,9.8877
-1.2995,9.8708
-1.3855,9.8581
-1.4716,9.8466
-1.5579,9.8364
-1.645,9.8303
-1.7318,9.8215
-1.818,9.809
-1.9039,9.7947
-1.9923,9.7924
-2.0797,9.7844
-2.1648,9.7649
-2.2547,9.7661
-2.3412,9.7519
-2.4279,9.7379
-2.5146,9.7231
-2.6032,9.7153
-2.6882,9.6932
-2.7779,9.6876
-2.866,9.6754
-2.9544,9.6635
-3.0455,9.6592
-3.1331,9.6428
-3.2197,9.6226
-3.311,9.6159
-3.4015,9.6055
-3.4968,9.6074
-3.5879,9.5962
-3.679,9.5841
-3.768,9.5656
-3.6033,8.9186
-3.4526,8.3352
-0.0011722,0.0027615
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-3.0909,5.9377
-3.0703,5.7745
-0.0014315,0.0026365
-0.0014544,0.0026239
-0.0014773,0.0026111
-0,0
-0,0
-0,0
-0,0
-3.0311,4.8508
-3.0669,4.8141
-3.1093,4.788
-3.1444,4.7506
-3.1952,4.7371
-3.25,4.7288
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
-0,0
